date,district,candidate,lower,mean,upper
2020-07-08,Arizona-9,dem,0.5904515851617284,0.6265365238039049,0.6611523404020169
2020-07-08,Arizona-9,other,0.018857520121589023,0.022829420629138397,0.028542698162966947
2020-07-08,Arizona-9,rep,0.31475665675597764,0.3501577827851699,0.38631418421673286
2020-07-08,Arkansas-1,dem,0.23791626589923723,0.28529921898842314,0.32024820689377786
2020-07-08,Arkansas-1,other,0.023712239515868355,0.027728256315794675,0.03359008232014433
2020-07-08,Arkansas-1,rep,0.650793078949689,0.6858127470502187,0.7340660496705496
2020-07-08,Arkansas-2,dem,0.397234035826037,0.44183385962414895,0.47527525465637566
2020-07-08,Arkansas-2,other,0.021636663034422503,0.0252930601427786,0.031419147229149826
2020-07-08,Arkansas-2,rep,0.49741854992531775,0.5318548669901962,0.5772909585513506
2020-07-08,Arkansas-3,dem,0.28135840292315134,0.32246836241844745,0.3539212596098383
2020-07-08,Arkansas-3,other,0.026942021864481844,0.030931730424361287,0.03664231048933939
2020-07-08,Arkansas-3,rep,0.6139540048659394,0.6455599162164527,0.6856906720811614
2020-07-08,Arkansas-4,dem,0.2653282164437698,0.3099125823420365,0.34555863722070707
2020-07-08,Arkansas-4,other,0.021280909306378853,0.025551205325565124,0.03124749533090075
2020-07-08,Arkansas-4,rep,0.6284352287442336,0.6635810381993867,0.7089955342936168
2020-07-08,California-1,dem,0.3903161100365093,0.42377352694072606,0.4580017149344166
2020-07-08,California-1,other,0.018757718151132266,0.022832488118777805,0.028439849995041372
2020-07-08,California-1,rep,0.5188158879194735,0.5531652970173957,0.5863056870395748
2020-07-08,California-10,dem,0.5156809330659631,0.5489348413486589,0.5819697028836524
2020-07-08,California-10,other,0.018782173038972217,0.02282862836299948,0.02844447115147455
2020-07-08,California-10,rep,0.3943845557534746,0.4280218916313169,0.46105566068565806
2020-07-08,California-11,dem,0.7162193055878575,0.7464607467649069,0.782955856477353
2020-07-08,California-11,other,0.01877072539436849,0.022732472577280838,0.028402235465959914
2020-07-08,California-11,rep,0.19228061447577882,0.23013725076964123,0.26057494421050814
2020-07-08,California-12,dem,0.8204223989063429,0.8616271268425063,0.8963693822590093
2020-07-08,California-12,other,0.018772293617956338,0.022731440000060776,0.02857051957473646
2020-07-08,California-12,rep,0.08009742651506205,0.1153990980543057,0.15586699552318722
2020-07-08,California-13,dem,0.4772316399132999,0.5139049997845305,0.8522653142821995
2020-07-08,California-13,other,0.10842607265653889,0.11252060299328454,0.11818772729641328
2020-07-08,California-13,rep,0.03748360712384401,0.37225221078367016,0.40861642954723526
2020-07-08,California-14,dem,0.7624690547731616,0.7932695950916525,0.8329646766555849
2020-07-08,California-14,other,0.018740231411738417,0.0227968238331675,0.028477458750164487
2020-07-08,California-14,rep,0.14368769676462384,0.18333151217765986,0.21481328184476342
2020-07-08,California-15,dem,0.7042731080086676,0.7347491083575927,0.7664859212392968
2020-07-08,California-15,other,0.018693280049906735,0.02286754374498645,0.028422554983126652
2020-07-08,California-15,rep,0.20915963597018392,0.24230566394824538,0.2727187289488326
2020-07-08,California-16,dem,0.517410679581164,0.5878082969122915,0.6203287314424143
2020-07-08,California-16,other,0.0187955167656233,0.022890888834305012,0.02858138925070499
2020-07-08,California-16,rep,0.3553752161610169,0.3874861461810204,0.46012408777760927
2020-07-08,California-17,dem,0.7124929750065017,0.7559528225580738,0.7881592776214847
2020-07-08,California-17,other,0.018814178636607504,0.022827689705218646,0.02860669072890194
2020-07-08,California-17,rep,0.1877424689683309,0.22050697752278087,0.26381366949908674
2020-07-08,California-18,dem,0.7147151793614356,0.749507654844294,0.7824763352350002
2020-07-08,California-18,other,0.018807637441073943,0.022904762776089216,0.028714399137794482
2020-07-08,California-18,rep,0.19344437240864434,0.226912734721054,0.26207144159873225
2020-07-08,California-19,dem,0.7040266471998414,0.7421370204288449,0.7755239423102851
2020-07-08,California-19,other,0.01877856306606702,0.022802131507041468,0.028445863933579698
2020-07-08,California-19,rep,0.20002614994893664,0.23443517047758422,0.2719218414824855
2020-07-08,California-2,dem,0.7421037751383472,0.7733524289082047,0.8088461117288228
2020-07-08,California-2,other,0.018885842215768278,0.022882040250281177,0.028528565032188903
2020-07-08,California-2,rep,0.16713852157943146,0.20257532814284834,0.23516743717536948
2020-07-08,California-20,dem,0.41337739770627163,0.44957052613050863,0.7888910799908158
2020-07-08,California-20,other,0.1723083217642183,0.17637065323070766,0.18198316524881872
2020-07-08,California-20,rep,0.03620109044935955,0.37264254783756734,0.40796444252274605
2020-07-08,California-21,dem,0.49832628579532584,0.5303312526886196,0.5636301859044153
2020-07-08,California-21,other,0.018902103839969972,0.022825726625718856,0.02849865645819357
2020-07-08,California-21,rep,0.411339482910079,0.44593826172557394,0.4787713010908613
2020-07-08,California-22,dem,0.4087492921377685,0.44031811150067113,0.47318939333118004
2020-07-08,California-22,other,0.01878240471543851,0.02287774054590669,0.028561875681010818
2020-07-08,California-22,rep,0.502161435157044,0.536258028561103,0.5672740276444799
2020-07-08,California-23,dem,0.29836401765567255,0.34042772715394676,0.3759690091732446
2020-07-08,California-23,other,0.018692740714537075,0.022850118924086366,0.028689136444813686
2020-07-08,California-23,rep,0.5999428572240425,0.6364411178172309,0.6780312257778839
2020-07-08,California-24,dem,0.5650556265764718,0.6037916622557824,0.6366797267874326
2020-07-08,California-24,other,0.018796894794834287,0.02281338147311185,0.028647255563557072
2020-07-08,California-24,rep,0.33909529507099734,0.3728704990416565,0.4111826263762748
2020-07-08,California-25,dem,0.47363702991523554,0.505317672025174,0.5361770876214794
2020-07-08,California-25,other,0.018776577696026975,0.022767711411910835,0.028625944322499413
2020-07-08,California-25,rep,0.4394934492330493,0.4712563470874811,0.503022556981029
2020-07-08,California-26,dem,0.5967261564018201,0.634572151370024,0.6665198910928963
2020-07-08,California-26,other,0.018784877866903214,0.022868285935084054,0.028722561833243156
2020-07-08,California-26,rep,0.30989915561532,0.3418209364047965,0.3796138501969929
2020-07-08,California-27,dem,0.5631901271668095,0.5959505070572103,0.777421132091444
2020-07-08,California-27,other,0.018722499178919605,0.022766346778344826,0.0284570076665557
2020-07-08,California-27,rep,0.20143501785093454,0.380042998033207,0.412456465216429
2020-07-08,California-28,dem,0.7564966729412647,0.7874246092621426,0.8250817978883912
2020-07-08,California-28,other,0.018873994241936077,0.02260357829517967,0.028562990210481004
2020-07-08,California-28,rep,0.15032146842277455,0.18938050078554283,0.2207424050227579
2020-07-08,California-29,dem,0.7651153292917766,0.8057774511688689,0.8429704400092983
2020-07-08,California-29,other,0.018727062723254872,0.022910587790071657,0.028621216658097394
2020-07-08,California-29,rep,0.13332031326242258,0.1714834955801219,0.21185403334311873
2020-07-08,California-3,dem,0.5690179787557172,0.6001056160091063,0.6338951798331836
2020-07-08,California-3,other,0.01873678903873227,0.022873784375917583,0.028426407141209253
2020-07-08,California-3,rep,0.34167563151422403,0.37643486594967185,0.40831106082391777
2020-07-08,California-30,dem,0.7112995369293621,0.7411474418064409,0.7725408904955564
2020-07-08,California-30,other,0.018768221848361976,0.022859194590455434,0.02858402367568087
2020-07-08,California-30,rep,0.20302284924995234,0.2351932057853436,0.26544231413198394
2020-07-08,California-31,dem,0.573497296791763,0.6072169708437891,0.6399736253939179
2020-07-08,California-31,other,0.018838407890450704,0.022973788616532043,0.028542439241880158
2020-07-08,California-31,rep,0.33541820480374895,0.3694435704079931,0.4034101069396736
2020-07-08,California-32,dem,0.6676300770249258,0.6991337668415472,0.7326426675615912
2020-07-08,California-32,other,0.018789908837229453,0.02278086725409778,0.02845521778215567
2020-07-08,California-32,rep,0.24330954562771812,0.27751145016516043,0.30875992346891407
2020-07-08,California-33,dem,0.6760834952373007,0.709971724399046,0.741152865297376
2020-07-08,California-33,other,0.01888327587180526,0.022730987173626427,0.02852179220234307
2020-07-08,California-33,rep,0.23421484532588951,0.2660321094004452,0.3001948475433321
2020-07-08,California-34,dem,0.33334005059267,0.3693019122588381,0.7088682769725028
2020-07-08,California-34,other,0.25261152247266233,0.2567005434889334,0.26241711833271725
2020-07-08,California-34,rep,0.03672788372713868,0.372729562656901,0.4080556857556543
2020-07-08,California-35,dem,0.6728916795593185,0.7052952783351276,0.7426425672889354
2020-07-08,California-35,other,0.01874621511145076,0.022871938085972432,0.028398453707619
2020-07-08,California-35,rep,0.23356856770326992,0.27147680425856074,0.3040200593396618
2020-07-08,California-36,dem,0.5753252765939846,0.6096618501094342,0.6410779607379905
2020-07-08,California-36,other,0.01881996456673657,0.022859899963640573,0.028598629026455637
2020-07-08,California-36,rep,0.3339963411327157,0.36723550964296803,0.4019763231876241
2020-07-08,California-37,dem,0.8516284395758066,0.8811791589117706,0.9154764691029861
2020-07-08,California-37,other,0.01870851175612366,0.022838114036629387,0.028534841326451732
2020-07-08,California-37,rep,0.06057402668240612,0.09507541947437237,0.12523432172143623
2020-07-08,California-38,dem,0.6684464603790973,0.7002567906219782,0.7325553746534783
2020-07-08,California-38,other,0.018804607735060132,0.02292471278911362,0.028596170670020817
2020-07-08,California-38,rep,0.24354266075012052,0.2768563616929689,0.3083479276447235
2020-07-08,California-39,dem,0.5087340073996731,0.5408369892567131,0.5702272839337511
2020-07-08,California-39,other,0.01887578986100693,0.022829207852104405,0.02845701387814592
2020-07-08,California-39,rep,0.40522878904462634,0.4359886310997425,0.4680437066041228
2020-07-08,California-4,dem,0.3930962586930254,0.4278746009328557,0.4619179156100208
2020-07-08,California-4,other,0.018704358889718498,0.022868627701414318,0.02845296973157571
2020-07-08,California-4,rep,0.514561465597325,0.5487275594472374,0.5835423096067982
2020-07-08,California-40,dem,0.37694699335237375,0.4134332796588326,0.7529597274824434
2020-07-08,California-40,other,0.2088776951831018,0.21296605048765838,0.21862495666026138
2020-07-08,California-40,rep,0.03639340549898506,0.3728976341476508,0.4084384951522219
2020-07-08,California-41,dem,0.6340550693961553,0.6650321037555759,0.6983436151247346
2020-07-08,California-41,other,0.018773676561246202,0.02282758542941976,0.028668206069831063
2020-07-08,California-41,rep,0.2772292943615082,0.311386210581869,0.34300260355781653
2020-07-08,California-42,dem,0.37351856668878336,0.4071925125220127,0.4397940858965277
2020-07-08,California-42,other,0.01869263305125699,0.022868782313379715,0.028616369692239064
2020-07-08,California-42,rep,0.5368400268221193,0.569305813610914,0.6050221196262432
2020-07-08,California-43,dem,0.745266734369341,0.7788799460879032,0.8098983141225653
2020-07-08,California-43,other,0.018856266229948782,0.022890427524316748,0.02847854007005413
2020-07-08,California-43,rep,0.16613266913510874,0.19746901679118317,0.23144582483926446
2020-07-08,California-44,dem,0.5603906474748811,0.5926900385444995,0.6849613891671206
2020-07-08,California-44,other,0.01886953295732695,0.022813466669251548,0.028445171106113103
2020-07-08,California-44,rep,0.293809501694069,0.38400234146559853,0.4162873139355279
2020-07-08,California-45,dem,0.5050464571072165,0.5443303378251256,0.5777133268979863
2020-07-08,California-45,other,0.018873087845195792,0.022886523690187566,0.028481861036532944
2020-07-08,California-45,rep,0.3984525639968963,0.4322213118383227,0.47106389551506866
2020-07-08,California-46,dem,0.6709720562464957,0.7025369581250727,0.7356176547404155
2020-07-08,California-46,other,0.018649943365045264,0.022869804270824856,0.028587678047645136
2020-07-08,California-46,rep,0.24043206051530147,0.27402392110706697,0.30654718191227964
2020-07-08,California-47,dem,0.6283039463100849,0.6614972825061987,0.6941630753685936
2020-07-08,California-47,other,0.018714455446425048,0.02292066416744082,0.028535963863232965
2020-07-08,California-47,rep,0.28256431849533276,0.3150329453675534,0.3479260673438501
2020-07-08,California-48,dem,0.5268774487241864,0.5576472349801395,0.5890777118128114
2020-07-08,California-48,other,0.018837586119150117,0.022943806925697585,0.028553182777675032
2020-07-08,California-48,rep,0.385530170238428,0.41903734444712404,0.4487362058448262
2020-07-08,California-49,dem,0.5451790599552289,0.5843372513750862,0.6175894212113013
2020-07-08,California-49,other,0.01876950602323204,0.022789142142285335,0.028647472781067232
2020-07-08,California-49,rep,0.35761534208522155,0.39230094478242306,0.4311115216773862
2020-07-08,California-5,dem,0.39123544129094207,0.4262807296883849,0.767739440266998
2020-07-08,California-5,other,0.1949519259491327,0.19911728502472975,0.20494137984065083
2020-07-08,California-5,rep,0.034811025155288056,0.37324622823619047,0.4080525259027579
2020-07-08,California-50,dem,0.43677598810522994,0.5067011515323632,0.539832113637718
2020-07-08,California-50,other,0.01878118072181494,0.022721061574111773,0.028574536327651435
2020-07-08,California-50,rep,0.4361935410721993,0.4692419180497084,0.5417160204185617
2020-07-08,California-51,dem,0.6833487172235145,0.7178649814644322,0.7515943847075721
2020-07-08,California-51,other,0.01874754503364049,0.022782115594391972,0.028599337034797168
2020-07-08,California-51,rep,0.2241022386516575,0.25872717791512306,0.2931137468304341
2020-07-08,California-52,dem,0.6130725381521175,0.6509174113807932,0.6838679543988607
2020-07-08,California-52,other,0.01870136366338663,0.022919109725485054,0.02873123884832205
2020-07-08,California-52,rep,0.2921722224620531,0.3254545807753407,0.36300684244793585
2020-07-08,California-53,dem,0.6206630893002731,0.6944899086660632,0.7248524109236918
2020-07-08,California-53,other,0.018849331163745073,0.022880493992356477,0.028519729297952632
2020-07-08,California-53,rep,0.2505089968105129,0.28139490526414,0.3578326110775148
2020-07-08,California-6,dem,0.5636498241954238,0.5985259295560076,0.7865525565008838
2020-07-08,California-6,other,0.018662024843264936,0.02267087836489029,0.028488001836470024
2020-07-08,California-6,rep,0.19256728242845694,0.3777117399331533,0.4119456570082366
2020-07-08,California-7,dem,0.5267109097510143,0.5717447411253002,0.6048901470007088
2020-07-08,California-7,other,0.018773587810684753,0.02292693569619364,0.028734450431845318
2020-07-08,California-7,rep,0.37087005618471736,0.4044674219116473,0.44777590488500013
2020-07-08,California-8,dem,0.4123155688814718,0.44867450054250557,0.49641442045946144
2020-07-08,California-8,other,0.018680145621766554,0.022829967259190537,0.028432662178642
2020-07-08,California-8,rep,0.48131870710829316,0.5277976412113661,0.5637780492501727
2020-07-08,California-9,dem,0.5479551446189428,0.5857940456687606,0.6198624928678812
2020-07-08,California-9,other,0.018810983741504306,0.022865433681195924,0.028365060692210002
2020-07-08,California-9,rep,0.3566340951110481,0.3909887637277303,0.4288966579758856
2020-07-08,Colorado-1,dem,0.7198072792593813,0.7590788644533393,0.7920743071496171
2020-07-08,Colorado-1,other,0.03144843037548439,0.035565160197800094,0.04126147438312986
2020-07-08,Colorado-1,rep,0.17143112611211744,0.2047889677505524,0.2454130983244379
2020-07-08,Colorado-2,dem,0.5915586524003859,0.6355213495399135,0.6701158144380313
2020-07-08,Colorado-2,other,0.05813479950275986,0.06197026339830847,0.06782422964160158
2020-07-08,Colorado-2,rep,0.26704757703320053,0.30125745629933953,0.3465559888345817
2020-07-08,Colorado-3,dem,0.3861800663182005,0.42252623511901316,0.4618970662374552
2020-07-08,Colorado-3,other,0.0476618023930524,0.051746683188455156,0.0575383979835285
2020-07-08,Colorado-3,rep,0.48518318078462724,0.5248338301076128,0.5624053184670625
2020-07-08,Colorado-4,dem,0.33013064609187004,0.36947025752748786,0.4033240340179649
2020-07-08,Colorado-4,other,0.018789283802096376,0.022902218540491126,0.028585833074621942
2020-07-08,Colorado-4,rep,0.572285236557448,0.6071258467194158,0.6457949176266543
2020-07-08,Colorado-5,dem,0.3426160671187665,0.38205806781590296,0.4152437008302055
2020-07-08,Colorado-5,other,0.03623923052725257,0.04019776016595089,0.045999718068568264
2020-07-08,Colorado-5,rep,0.5433945161604504,0.5766321957227675,0.6178148485461855
2020-07-08,Colorado-6,dem,0.5392695649531083,0.5768206474228541,0.6106306032016597
2020-07-08,Colorado-6,other,0.030543687599297865,0.03467055876658187,0.04029468656152173
2020-07-08,Colorado-6,rep,0.3535122082916644,0.38743531366121486,0.42582716730655995
2020-07-08,Colorado-7,dem,0.5951248058040718,0.6350891359502824,0.6678656301243179
2020-07-08,Colorado-7,other,0.04059874434931313,0.0447841604055339,0.05057023834162377
2020-07-08,Colorado-7,rep,0.2857164553514217,0.31901000199077034,0.3600457378315317
2020-07-08,Connecticut-1,dem,0.6302706519906994,0.6666173089828914,0.6991347507255231
2020-07-08,Connecticut-1,other,0.012908946059080884,0.016960275719636875,0.02276026478092766
2020-07-08,Connecticut-1,rep,0.2826356314880367,0.3156421676153317,0.353752668684695
2020-07-08,Connecticut-2,dem,0.6042251174548426,0.6494659433570156,0.6821619806112722
2020-07-08,Connecticut-2,other,0.0246637578237921,0.028775094993530814,0.03458069711393395
2020-07-08,Connecticut-2,rep,0.2879965714942847,0.3205704543546471,0.36643473417761274
2020-07-08,Connecticut-3,dem,0.628279879062306,0.6601468718686221,0.6992874414509643
2020-07-08,Connecticut-3,other,0.01882990053880299,0.022644545556610107,0.028469788258431286
2020-07-08,Connecticut-3,rep,0.27643224977985753,0.31640146750627984,0.34853621755016356
2020-07-08,Connecticut-4,dem,0.6044241832552717,0.6428376302925907,0.6745148035482152
2020-07-08,Connecticut-4,other,0.003082552120335036,0.007029888004960572,0.012878285229034671
2020-07-08,Connecticut-4,rep,0.3170983467706531,0.34915438370345897,0.38962697490460824
2020-07-08,Connecticut-5,dem,0.5576231600713226,0.5952050505924764,0.6244305543745969
2020-07-08,Connecticut-5,other,0.0028927272976569164,0.006970286115487667,0.012640140864087336
2020-07-08,Connecticut-5,rep,0.3676763623423334,0.39711457719260823,0.4364550387431664
2020-07-08,Delaware-0,dem,0.6278164045798075,0.6576187371931859,0.6919722518379984
2020-07-08,Delaware-0,other,0.01884235038438422,0.022819453819583946,0.0285961500754525
2020-07-08,Delaware-0,rep,0.2837684840122394,0.31898531217614,0.3493701501489174
2020-07-08,Florida-1,dem,0.27002285990700864,0.3102866392023068,0.3469138056789983
2020-07-08,Florida-1,other,0.01877443298061046,0.022671212352234515,0.028540424444784114
2020-07-08,Florida-1,rep,0.6286033246735627,0.6667145558772961,0.705812912280871
2020-07-08,Florida-10,dem,0.5669311512672548,0.604392605412003,0.9545475560682084
2020-07-08,Florida-10,other,0.018579413355773233,0.022736671622378912,0.028214677968935543
2020-07-08,Florida-10,rep,0.022145093206320493,0.37152262238077227,0.40944089284575397
2020-07-08,Florida-11,dem,0.3058542834926173,0.3413965111045918,0.3760371971714416
2020-07-08,Florida-11,other,0.003276235714205206,0.007218699823797192,0.012845682866332187
2020-07-08,Florida-11,rep,0.6155920744048383,0.6506309072368388,0.6873264516860661
2020-07-08,Florida-12,dem,0.3480516094476285,0.38855323523917734,0.42061343397112905
2020-07-08,Florida-12,other,0.023335566986382335,0.027291017053538702,0.033089802887842815
2020-07-08,Florida-12,rep,0.5512062893095615,0.5834046902426618,0.6245162783194307
2020-07-08,Florida-13,dem,0.5671694326754333,0.5980234738646811,0.6322349281828568
2020-07-08,Florida-13,other,0.018798123791616637,0.022702470815278986,0.028602832462551034
2020-07-08,Florida-13,rep,0.34341672271308404,0.3786836269574706,0.4091874941794438
2020-07-08,Florida-14,dem,0.567244449858233,0.6038042522495687,0.9536564152571481
2020-07-08,Florida-14,other,0.01866618855768003,0.022705485058721053,0.028357099808441057
2020-07-08,Florida-14,rep,0.024179683322003133,0.3722872055168134,0.40796669231266924
2020-07-08,Florida-15,dem,0.408094919794027,0.45071864898437203,0.48528109331664715
2020-07-08,Florida-15,other,0.0031337458269748764,0.006948159168957302,0.013041873629676987
2020-07-08,Florida-15,rep,0.5054297830315487,0.5410846890042414,0.5847855466044843
2020-07-08,Florida-16,dem,0.3936203721643143,0.4247113816306698,0.45849247776270413
2020-07-08,Florida-16,other,0.018900058937763208,0.0229217303742503,0.02852316948737922
2020-07-08,Florida-16,rep,0.5174381906475979,0.5517920729471655,0.5833040986318709
2020-07-08,Florida-17,dem,0.3170360233101042,0.3543247216789591,0.38798607681417646
2020-07-08,Florida-17,other,0.018836110207813797,0.02288697456627614,0.02847499246442725
2020-07-08,Florida-17,rep,0.5881790305535283,0.622035207985537,0.6594312062447707
2020-07-08,Florida-18,dem,0.38526529327380654,0.4260474013866323,0.4603303202058098
2020-07-08,Florida-18,other,0.01867930104030562,0.022688590896803723,0.028562062266640275
2020-07-08,Florida-18,rep,0.5154841607843438,0.5506609763593726,0.5904341072004056
2020-07-08,Florida-19,dem,0.34162053785732355,0.4231116739801942,0.4552407634835869
2020-07-08,Florida-19,other,0.0030884800162505497,0.007001327935205304,0.012741367013410736
2020-07-08,Florida-19,rep,0.5368476641219954,0.5688365486575107,0.6512216917395443
2020-07-08,Florida-2,dem,0.2664385608573063,0.30615432104860174,0.33996319150550347
2020-07-08,Florida-2,other,0.018819292575268026,0.022644027600248723,0.028697417658299168
2020-07-08,Florida-2,rep,0.6358931680561811,0.6699387340661576,0.7092696962394687
2020-07-08,Florida-20,dem,0.581626485073899,0.6189181242657199,0.9556100843134034
2020-07-08,Florida-20,other,0.0035849423554507485,0.00726843499753782,0.013057817271402108
2020-07-08,Florida-20,rep,0.03793709076854731,0.37227693427849706,0.4093350223070768
2020-07-08,Florida-21,dem,0.5667043377781799,0.6033826905184614,0.9547231427702679
2020-07-08,Florida-21,other,0.018586881048465488,0.022684132251109212,0.02853308263090385
2020-07-08,Florida-21,rep,0.024730064595791395,0.3720891534283485,0.40917317698576355
2020-07-08,Florida-22,dem,0.6016084607718865,0.6358046425552799,0.6697012800437746
2020-07-08,Florida-22,other,0.01877498137181598,0.0226807187724149,0.028536273719091544
2020-07-08,Florida-22,rep,0.30645947960447495,0.34121885148306563,0.3754005924416017
2020-07-08,Florida-23,dem,0.5739808583492957,0.6173340216305574,0.6505245607540918
2020-07-08,Florida-23,other,0.053318752956678116,0.057180321170137605,0.06329297113110288
2020-07-08,Florida-23,rep,0.2909709135636824,0.3243439440636765,0.36955221176802433
2020-07-08,Florida-24,dem,0.5677132778999746,0.6037407117419362,0.9577110978273554
2020-07-08,Florida-24,other,0.018660193827534064,0.022795840433554038,0.028365237557677336
2020-07-08,Florida-24,rep,0.021059052863493757,0.3718959988572076,0.4076489026236936
2020-07-08,Florida-25,dem,0.3417824906111471,0.37152930116963157,0.4019249828041492
2020-07-08,Florida-25,other,0.018678600206522036,0.02275861957964681,0.02870566062283153
2020-07-08,Florida-25,rep,0.5741195256300082,0.6047320165022352,0.6345557216934794
2020-07-08,Florida-26,dem,0.5023672623432618,0.5352430564436714,0.5701853281348593
2020-07-08,Florida-26,other,0.018698482695710915,0.02286541300391004,0.028596706670558483
2020-07-08,Florida-26,rep,0.40548175094268113,0.44128488234486074,0.47436462320982065
2020-07-08,Florida-27,dem,0.5174322236997403,0.5551677500186609,0.5875836145728274
2020-07-08,Florida-27,other,0.02540239673865634,0.029637823879274605,0.03536061538335305
2020-07-08,Florida-27,rep,0.38168178392218405,0.41402449187537627,0.4532184696704965
2020-07-08,Florida-3,dem,0.3837298559308974,0.4506854204677969,0.48366936986362075
2020-07-08,Florida-3,other,0.018720096917831913,0.02281955793758092,0.02860776943150331
2020-07-08,Florida-3,rep,0.49255349916517854,0.525157166944627,0.5950437403531182
2020-07-08,Florida-4,dem,0.28274971998733267,0.3188747035939241,0.35152767691800985
2020-07-08,Florida-4,other,0.025485227209922377,0.02973767561486254,0.035393603113639774
2020-07-08,Florida-4,rep,0.618093646956987,0.6497445844295161,0.6883791727216235
2020-07-08,Florida-5,dem,0.650724612827428,0.6789097445275756,0.713884982493637
2020-07-08,Florida-5,other,0.01880178046422719,0.022857576994782414,0.02857404927113388
2020-07-08,Florida-5,rep,0.26155178759714476,0.29747127785803973,0.32650141518244186
2020-07-08,Florida-6,dem,0.3737435459091999,0.41039810299754165,0.4449121900382216
2020-07-08,Florida-6,other,0.018870315531411552,0.022825801482694086,0.028620731190584732
